#Line 1
#Line 2
#Line 3
#Line 4
#Line 5
#Line 6
1.259437300E-02 2.962594000E+02 5.000000000E+01
3.778311600E-02 2.779415300E+02 5.000000000E+01
6.297186000E-02 2.535820500E+02 5.000000000E+01
8.816060400E-02 2.277895500E+02 5.000000000E+01
1.133493600E-01 2.154746900E+02 5.000000000E+01
1.385380900E-01 2.169067700E+02 5.000000000E+01
1.637268400E-01 2.156664400E+02 5.000000000E+01
1.889155800E-01 2.139340100E+02 5.000000000E+01
2.141043400E-01 2.180220600E+02 5.000000000E+01
2.392930800E-01 2.297764100E+02 5.000000000E+01
2.644818100E-01 2.536902900E+02 5.000000000E+01
2.896705600E-01 3.082746900E+02 5.000000000E+01
3.148593000E-01 4.133029800E+02 5.000000000E+01
3.400480400E-01 5.377938800E+02 5.000000000E+01
3.652367900E-01 7.246670500E+02 5.000000000E+01
3.904255300E-01 8.765001800E+02 5.000000000E+01
4.156143100E-01 1.039980000E+03 5.000000000E+01
4.408030500E-01 1.207120000E+03 5.000000000E+01
4.659918000E-01 1.327147200E+03 5.000000000E+01
4.911805400E-01 1.513420900E+03 5.000000000E+01
5.163692800E-01 1.673475100E+03 5.000000000E+01
5.415580300E-01 1.776797600E+03 5.000000000E+01
5.667467700E-01 1.861159300E+03 5.000000000E+01
5.919355200E-01 1.887064800E+03 5.000000000E+01
6.171242600E-01 1.908078400E+03 5.000000000E+01
6.423130000E-01 1.906749600E+03 5.000000000E+01
6.675017500E-01 1.894705200E+03 5.000000000E+01
6.926904900E-01 1.883852700E+03 5.000000000E+01
7.178792400E-01 1.863901400E+03 5.000000000E+01
7.430679800E-01 1.847700900E+03 5.000000000E+01
7.682567200E-01 1.827270300E+03 5.000000000E+01
7.934454700E-01 1.802806500E+03 5.000000000E+01
8.186342100E-01 1.769553200E+03 5.000000000E+01
8.438229600E-01 1.733132100E+03 5.000000000E+01
8.690117000E-01 1.704616000E+03 5.000000000E+01
8.942004400E-01 1.676856600E+03 5.000000000E+01
9.193891900E-01 1.652864700E+03 5.000000000E+01
9.445779300E-01 1.627092500E+03 5.000000000E+01
9.697666800E-01 1.598944200E+03 5.000000000E+01
9.949554200E-01 1.573107200E+03 5.000000000E+01
1.020144200E+00 1.550251500E+03 5.000000000E+01
